date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:28	31362/31362	---M--	200	added ('OK')	image/jpeg	etag:%226662ebd8-7a82%22	https://www.allinlondon.co.uk/images/megamenu/visit.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/images/megamenu/visit.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:29	47506/47506	---M--	200	added ('OK')	image/jpeg	etag:%226662ebd8-b992%22	https://www.allinlondon.co.uk/images/megamenu/more.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/images/megamenu/more.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:29	28449/28449	---M--	200	added ('OK')	image/jpeg	etag:%226874d4f0-6f21%22	https://www.allinlondon.co.uk/img/snippets/5837/main-ail-6874d4f078a376.47989109.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/img/snippets/5837/main-ail-6874d4f078a376.47989109.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:29	12473/12473	---M--	200	added ('OK')	image/jpeg	etag:%226874d3fe-30b9%22	https://www.allinlondon.co.uk/img/snippets/5836/preview-ail-6874d3fe0b1065.33736322.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/img/snippets/5836/preview-ail-6874d3fe0b1065.33736322.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:30	14964/14964	---M--	200	added ('OK')	image/jpeg	etag:%22686be826-3a74%22	https://www.allinlondon.co.uk/img/snippets/5835/preview-ail-686be826ed4745.28305737.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/img/snippets/5835/preview-ail-686be826ed4745.28305737.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:30	11928/11928	---M--	200	added ('OK')	image/jpeg	etag:%22686be65c-2e98%22	https://www.allinlondon.co.uk/img/snippets/5834/preview-ail-686be65ca35de1.12689149.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/img/snippets/5834/preview-ail-686be65ca35de1.12689149.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:30	16167/16167	---M--	200	added ('OK')	image/jpeg	etag:%2268627075-3f27%22	https://www.allinlondon.co.uk/img/snippets/5833/preview-ail-68627075280760.68194465.jpg	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/img/snippets/5833/preview-ail-68627075280760.68194465.jpg	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:30	29958/29958	---MCZ	200	added ('OK')	application/javascript	etag:%226806b016-7506%22	https://www.allinlondon.co.uk/js/core.js?id=6d096cddf7a8fa39e9d5	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/js/coref9cb.js	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:30	339108/339108	---MCZ	200	added ('OK')	application/javascript	etag:%226662ebd8-52ca4%22	https://www.allinlondon.co.uk/js/vue.js?id=b9333ab19d4999506b24	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/js/vue547d.js	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
16:40:31	8310/8310	---MCZ	200	added ('OK')	text/css	etag:%226662ebd8-2076%22	https://www.allinlondon.co.uk/css/vendor.css?id=12630acab11be36cdb5e	C:/Users/philip%20godwin/Desktop/goddy/aahttps___www.allinlondon.co.uk_submissions_review_business_48484/www.allinlondon.co.uk/css/vendorf322.css	(from https://www.allinlondon.co.uk/submissions/review/business/48484)
